source,keyword,title,description,full_text,link,pubDate,text_length,label,failure_score,story_score,noise_score,final_score,reason
naver_kin,투잡 후회,직장인인데 투잡을 고려중입니다.,... 저도 많은 고민 끝에 재택업무를 시작했는데요 지금은 결정에 후회 없이 아주 만족 하고 있습니다. 단 시간에 고수익 내기는 사실상 어려워요~ 노하우가 쌓여야 가능 하지요. 저는 저만의 노하우로 고수익은 아니더라도 만족 할 만큼의...,직장인인데 투잡을 고려중입니다.... 저도 많은 고민 끝에 재택업무를 시작했는데요 지금은 결정에 후회 없이 아주 만족 하고 있습니다. 단 시간에 고수익 내기는 사실상 어려워요~ 노하우가 쌓여야 가능 하지요. 저는 저만의 노하우로 고수익은 아니더라도 만족 할 만큼의...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=274285230&qb=7Yis7J6hIO2bhO2ajA==&enc=utf8,,150,unlabeled,4,20,3,21,실패 서사 명확
naver_kin,투잡 후회,직장인 투잡알바,... 저도 많은 고민 끝에 재택업무를 시작했는데요 지금은 결정에 후회 없이 아주 만족 하고 있습니다. 단 시간에 고수익 내기는 사실상 어려워요~ 노하우가 쌓여야 가능 하지요. 저는 저만의 노하우로 고수익은 아니더라도 만족 할...,직장인 투잡알바... 저도 많은 고민 끝에 재택업무를 시작했는데요 지금은 결정에 후회 없이 아주 만족 하고 있습니다. 단 시간에 고수익 내기는 사실상 어려워요~ 노하우가 쌓여야 가능 하지요. 저는 저만의 노하우로 고수익은 아니더라도 만족 할...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=406&docId=274492396&qb=7Yis7J6hIO2bhO2ajA==&enc=utf8,,137,unlabeled,4,20,7,17,실패 서사 명확
naver_kin,재택부업 사기,아르바이트 노동부,"... 티비에 재택부업 사기당했다는 뉴스도 나오고 해서 더욱더 단 1원이라도 손해보지 않으려고 정말 꼼꼼히 따져보고 알아보고 신중히 생각하고 시작했답니다. 그래서 어떤점이 걱정되시고,, 염려되시는지 누구보다 더 잘 알아요. 제가...","아르바이트 노동부... 티비에 재택부업 사기당했다는 뉴스도 나오고 해서 더욱더 단 1원이라도 손해보지 않으려고 정말 꼼꼼히 따져보고 알아보고 신중히 생각하고 시작했답니다. 그래서 어떤점이 걱정되시고,, 염려되시는지 누구보다 더 잘 알아요. 제가...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=184464792&qb=7J6s7YOd67aA7JeFIOyCrOq4sA==&enc=utf8,,139,unlabeled,8,16,0,24,실패 서사 명확
naver_kin,부업 손해,인스타그램 부업 제태크사기,3월22일 제가 인스타 부업으로 원금보장 제태크를 시작하였습니다. 타깃사이트를 선정하여 제가 회원가입을하고... 저한테 손해배상 청구를 하는데 금액이 380억인데 감당할수 있냐고 하더라구요. 그땐 저도 너무 무서워서 일단...,인스타그램 부업 제태크사기 3월22일 제가 인스타 부업으로 원금보장 제태크를 시작하였습니다. 타깃사이트를 선정하여 제가 회원가입을하고... 저한테 손해배상 청구를 하는데 금액이 380억인데 감당할수 있냐고 하더라구요. 그땐 저도 너무 무서워서 일단...,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60206&docId=415567189&qb=67aA7JeFIOyGkO2VtA==&enc=utf8,,141,unlabeled,8,13,0,21,실패 서사 명확
naver_kin,투잡 후회,직장인 투잡 가능할까요??,직장인 투잡 가능할까요?? 저는 교대근무를 하고있어서 시간이 들쑥 날쑥합니다~ 그리고 예전에 몇번 사기아닌 사기... 야속한 시간만 계속 흘러가더라구요 그래서 시작했는데 해보니 절대 후회할 일이 아니였어요 포스팅으로만 매달...,직장인 투잡 가능할까요?? 직장인 투잡 가능할까요?? 저는 교대근무를 하고있어서 시간이 들쑥 날쑥합니다~ 그리고 예전에 몇번 사기아닌 사기... 야속한 시간만 계속 흘러가더라구요 그래서 시작했는데 해보니 절대 후회할 일이 아니였어요 포스팅으로만 매달...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40703&docId=357698314&qb=7Yis7J6hIO2bhO2ajA==&enc=utf8,,142,unlabeled,8,18,7,19,실패 서사 명확
naver_kin,재택부업 사기,재택부업 할만한거 있을까요? 광고나 다단계 사절,... 그래서 이게 사기인지 아닌지 의심도 많이해보고 여러군데 비교도 해보고 저는 상황이 안좋아서 본업마진으로는 부족하기때문에 시작했었어요! 현제는 부업으로도 수익 잘내구있구요 _ 제가 있는 곳 요즘에는 이벤트 같은것도...,재택부업 할만한거 있을까요? 광고나 다단계 사절... 그래서 이게 사기인지 아닌지 의심도 많이해보고 여러군데 비교도 해보고 저는 상황이 안좋아서 본업마진으로는 부족하기때문에 시작했었어요! 현제는 부업으로도 수익 잘내구있구요 _ 제가 있는 곳 요즘에는 이벤트 같은것도...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40401&docId=389521200&qb=7J6s7YOd67aA7JeFIOyCrOq4sA==&enc=utf8,,151,unlabeled,6,19,0,25,실패 서사 명확
naver_kin,재택부업 사기,피시방직원 5일 10시간 230 vs 아웃소싱관리자...,"... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...","피시방직원 5일 10시간 230 vs 아웃소싱관리자...... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40609&docId=404222043&qb=7J6s7YOd67aA7JeFIOyCrOq4sA==&enc=utf8,,165,unlabeled,4,20,3,21,실패 서사 명확
naver_kin,재택부업 사기,탑텐 단기알바,"... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...","탑텐 단기알바... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=404128342&qb=7J6s7YOd67aA7JeFIOyCrOq4sA==&enc=utf8,,141,unlabeled,4,20,7,17,실패 서사 명확
naver_kin,재택부업 사기,동물자원과학과,"... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...","동물자원과학과... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=406&docId=404149269&qb=7J6s7YOd67aA7JeFIOyCrOq4sA==&enc=utf8,,141,unlabeled,4,20,3,21,실패 서사 명확
naver_kin,재택부업 사기,요리쪽으로 일본 취업 힘든가요?,"... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...","요리쪽으로 일본 취업 힘든가요?... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40606&docId=404195588&qb=7J6s7YOd67aA7JeFIOyCrOq4sA==&enc=utf8,,151,unlabeled,4,20,3,21,실패 서사 명확
naver_kin,재택부업 사기,첫알바로 새마을식당 설거지 알바 많이 힘들까요?ㅜ...,"... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...","첫알바로 새마을식당 설거지 알바 많이 힘들까요?ㅜ...... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=404180080&qb=7J6s7YOd67aA7JeFIOyCrOq4sA==&enc=utf8,,164,unlabeled,4,20,7,17,실패 서사 명확
naver_kin,재택부업 사기,취업이랑 교육중에 고민입니다,"... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...","취업이랑 교육중에 고민입니다... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=406&docId=404220195&qb=7J6s7YOd67aA7JeFIOyCrOq4sA==&enc=utf8,,149,unlabeled,4,20,3,21,실패 서사 명확
naver_kin,재택부업 사기,내년 대학 수업,"... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...","내년 대학 수업... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40612&docId=404233973&qb=7J6s7YOd67aA7JeFIOyCrOq4sA==&enc=utf8,,142,unlabeled,4,20,3,21,실패 서사 명확
naver_kin,재택부업 사기,카페와 술집을 같이 하는 가게.,"... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...","카페와 술집을 같이 하는 가게.... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40702&docId=404146239&qb=7J6s7YOd67aA7JeFIOyCrOq4sA==&enc=utf8,,151,unlabeled,4,20,3,21,실패 서사 명확
naver_kin,재택부업 사기,버거킹 알바비,"... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...","버거킹 알바비... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=404157599&qb=7J6s7YOd67aA7JeFIOyCrOq4sA==&enc=utf8,,141,unlabeled,4,20,7,17,실패 서사 명확
naver_kin,재택부업 사기,안녕하세요,"... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...","안녕하세요... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40612&docId=404150797&qb=7J6s7YOd67aA7JeFIOyCrOq4sA==&enc=utf8,,139,unlabeled,4,20,3,21,실패 서사 명확
naver_kin,재택부업 사기,지금 약 800 빚이 있는데 열심히,"... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...","지금 약 800 빚이 있는데 열심히... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=406&docId=404157575&qb=7J6s7YOd67aA7JeFIOyCrOq4sA==&enc=utf8,,153,unlabeled,4,20,3,21,실패 서사 명확
naver_kin,재택부업 사기,무직 인 11달 정도 됩니다,... 실제로 아이들 학원비 마련으로 시작했다가 평생 연금성 소득을 목표로 일하는 분들도 많이 계세요 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로...,무직 인 11달 정도 됩니다... 실제로 아이들 학원비 마련으로 시작했다가 평생 연금성 소득을 목표로 일하는 분들도 많이 계세요 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=406&docId=404124617&qb=7J6s7YOd67aA7JeFIOyCrOq4sA==&enc=utf8,,138,unlabeled,4,20,0,24,실패 서사 명확
naver_kin,재택부업 사기,전단지알바 그거 일일이 사람이 다 확,"... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...","전단지알바 그거 일일이 사람이 다 확... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=404133835&qb=7J6s7YOd67aA7JeFIOyCrOq4sA==&enc=utf8,,154,unlabeled,4,20,7,17,실패 서사 명확
naver_kin,재택부업 사기,분식집 창업,"... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...","분식집 창업... 요즘 재택부업 사기 많잖아요~ 저는 대기업에서 시작한 일이라 믿고 시작했어요 하루 한시간만 투자하는거라 시간적으로 부담없어서 만족하며 즐겁게 일하고 있네요 첫달은 10, 20만원 6개월후에는 100만원이상 3년후에는 1000만원...",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40702&docId=404196488&qb=7J6s7YOd67aA7JeFIOyCrOq4sA==&enc=utf8,,140,unlabeled,4,20,3,21,실패 서사 명확
naver_kin,부업 손해,스마트스토어 부업 세금,제가 올해 스마트스토어를 부업으로 시작했는데요. 올해 5월달에 소소하게 매출이 있어요 10만원이내 원래는... 가지고만 있어도 손해보는게 전혀 없고 휴대폰으로 채굴하는 제2의 비트코인이라고 불리기 때문에 많은...,스마트스토어 부업 세금 제가 올해 스마트스토어를 부업으로 시작했는데요. 올해 5월달에 소소하게 매출이 있어요 10만원이내 원래는... 가지고만 있어도 손해보는게 전혀 없고 휴대폰으로 채굴하는 제2의 비트코인이라고 불리기 때문에 많은...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40309&docId=447629513&qb=67aA7JeFIOyGkO2VtA==&enc=utf8,,132,unlabeled,4,20,0,24,실패 서사 명확
naver_kin,속았다 부업,요즘 투잡 알아보는데 헬드나 아샵이나 리틀 등등,... 살다보니 돈들어갈일이 너무 많아서 부업이나 재택알바등등 많이 고민하다가 4년전에 헬로우드림이라는 재택... 처음시작할때 어리벙해서 앗.. 속았다 이런생각했는데 본전찾아야겠다하고 맘먹고 달려드니 두달만에...,요즘 투잡 알아보는데 헬드나 아샵이나 리틀 등등... 살다보니 돈들어갈일이 너무 많아서 부업이나 재택알바등등 많이 고민하다가 4년전에 헬로우드림이라는 재택... 처음시작할때 어리벙해서 앗.. 속았다 이런생각했는데 본전찾아야겠다하고 맘먹고 달려드니 두달만에...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=294003343&qb=7IaN7JWY64ukIOu2gOyXhQ==&enc=utf8,,145,unlabeled,4,21,4,21,실패 서사 명확
naver_kin,재택부업 사기,30대40대 재택부업 재택알바 뭐가 있을까요?,... 간절히 부탁드립니다 감사합니다 저도 재택부업 경험이 있는데요. 일단 믿을수있는곳을 선택해서 하는게 중요하더라구요. 부업사기가 은근 많더라구요. 그래도 저는 다행이도 사기는 아닌곳에서 시작했어요. 그래서 그런지...,30대40대 재택부업 재택알바 뭐가 있을까요?... 간절히 부탁드립니다 감사합니다 저도 재택부업 경험이 있는데요. 일단 믿을수있는곳을 선택해서 하는게 중요하더라구요. 부업사기가 은근 많더라구요. 그래도 저는 다행이도 사기는 아닌곳에서 시작했어요. 그래서 그런지...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=430834903&qb=7J6s7YOd67aA7JeFIOyCrOq4sA==&enc=utf8,,148,unlabeled,4,18,4,18,실패 서사 명확
